"isbn","title","last_updated","offers_count","min_price","currency","url","editeur","format","nb_page","classification_decitre_1","classification_decitre_2","classification_decitre_3","souscategorie","souscategorie2"
"9781146353496","regeneration: a reply to max nordau","1743803337871","0","","","https://nudger.fr/9781146353496","","","","","","","",""
"9783838334745","liquid crystalline networks for electroluminescent displays","1743803316502","0","","","https://nudger.fr/9783838334745","","","","","","","",""
"9781146472630","Taalstudie, Volumes 1-2","1743803330506","0","","","https://nudger.fr/9781146472630","","","","","","","",""
"9781160341028","chroniqves de geneve v2 (1867)","1743715277348","0","","","https://nudger.fr/9781160341028","","","","","","","",""
